message_id,user_id,timestamp,channel,sender,message_text,is_phishing,hour,day_of_week
M0003885,U00080,2026-02-17T14:54:35+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,1
M0003898,U00080,2026-02-18T07:33:59+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,7,2
M0003873,U00080,2026-02-18T14:22:38+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,2
M0003864,U00080,2026-02-19T12:02:58+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,3
M0003901,U00080,2026-02-19T14:25:33+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,3
M0003910,U00080,2026-02-21T14:05:56+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,5
M0003889,U00080,2026-02-21T16:02:18+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,5
M0003894,U00080,2026-02-25T13:20:34+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,2
M0003911,U00080,2026-02-27T10:09:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,4
M0003912,U00080,2026-02-27T10:13:49+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,4
M0003892,U00080,2026-03-01T08:06:25+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,8,6
M0003921,U00080,2026-03-01T13:45:11+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,6
M0003876,U00080,2026-03-02T11:08:36+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,0
M0003902,U00080,2026-03-04T18:46:10+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,18,2
M0003880,U00080,2026-03-06T17:46:47+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,17,4
M0003917,U00080,2026-03-08T12:24:38+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,6
M0003907,U00080,2026-03-11T13:56:00+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,2
M0003887,U00080,2026-03-13T11:42:00+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,4
M0003905,U00080,2026-03-15T13:42:24+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,6
M0003891,U00080,2026-03-17T13:21:40+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,1
M0003883,U00080,2026-03-24T11:13:14+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,1
M0003906,U00080,2026-03-26T14:51:55+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,14,3
M0003908,U00080,2026-03-27T15:08:08+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,15,4
M0003895,U00080,2026-03-28T15:32:49+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,15,5
M0003896,U00080,2026-03-31T13:08:35+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,1
M0003865,U00080,2026-03-31T13:53:40+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,1
M0003930,U00081,2026-01-01T14:37:18+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,3
M0003946,U00081,2026-01-06T09:58:49+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,1
M0003943,U00081,2026-01-06T16:39:50+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,16,1
M0003940,U00081,2026-01-10T07:11:49+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,7,5
M0003933,U00081,2026-01-14T08:40:31+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,8,2
M0003923,U00081,2026-01-14T16:01:59+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,16,2
M0010693,U00081,2026-01-17T05:32:24+01:00,SMS,IT-Support,Urgent: Your corporate account is locked. Buy 3 digital vouchers and send the codes to re-enable access.,1,5,5
M0003945,U00081,2026-01-17T17:52:19+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,17,5
M0003950,U00081,2026-01-22T14:28:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,3
M0003927,U00081,2026-01-24T21:57:07+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,21,5
M0003935,U00081,2026-01-29T19:20:49+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,19,3
M0003957,U00081,2026-01-30T14:54:59+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,4
M0003948,U00081,2026-01-31T14:26:45+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,5
M0003947,U00081,2026-02-03T11:18:26+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,11,1
M0003955,U00081,2026-02-10T18:02:05+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,18,1
M0003924,U00081,2026-02-13T09:18:45+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,9,4
M0003931,U00081,2026-02-14T08:24:38+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,8,5
M0003952,U00081,2026-02-14T12:35:20+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,12,5
M0003929,U00081,2026-02-15T13:40:26+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,6
M0003932,U00081,2026-02-16T13:11:27+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,0
M0003956,U00081,2026-02-16T20:10:34+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,20,0
M0003944,U00081,2026-02-17T12:11:17+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,1
M0003949,U00081,2026-02-27T04:36:28+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,4,4
M0003939,U00081,2026-03-06T15:16:01+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,4
M0003925,U00081,2026-03-07T16:57:01+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,5
M0003959,U00081,2026-03-09T12:10:34+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,12,0
M0003936,U00081,2026-03-09T17:04:30+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,0
M0003951,U00081,2026-03-11T15:37:11+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,2
M0003937,U00081,2026-03-17T19:43:13+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,19,1
M0003928,U00081,2026-03-18T11:48:01+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,2
M0003953,U00081,2026-03-18T16:46:41+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,2
M0003954,U00081,2026-03-19T16:29:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,3
M0003958,U00081,2026-03-20T13:10:44+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,4
M0003941,U00081,2026-03-23T16:49:24+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,16,0
M0003934,U00081,2026-03-23T16:52:38+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,16,0
M0003938,U00081,2026-03-27T13:58:47+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,4
M0003942,U00081,2026-03-30T12:40:14+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,0
M0003926,U00081,2026-03-30T19:35:21+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,19,0
M0003985,U00082,2026-01-02T14:15:18+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,4
M0004012,U00082,2026-01-10T12:25:59+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,5
M0004010,U00082,2026-01-14T14:34:55+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,2
M0003984,U00082,2026-01-15T16:59:20+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,16,3
M0003987,U00082,2026-01-16T17:12:26+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,4
M0004009,U00082,2026-01-18T14:26:58+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,6
M0003967,U00082,2026-01-18T15:32:18+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,15,6
M0004013,U00082,2026-01-19T13:09:23+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,13,0
M0004020,U00082,2026-01-19T14:49:29+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,0
M0004004,U00082,2026-01-21T14:41:03+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,14,2
M0003986,U00082,2026-01-21T18:53:43+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,18,2
M0003960,U00082,2026-01-23T13:07:23+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,4
M0003983,U00082,2026-01-24T10:46:23+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,5
M0003994,U00082,2026-01-24T12:59:45+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,5
M0003976,U00082,2026-02-01T11:26:49+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,11,6
M0004019,U00082,2026-02-02T15:43:29+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,15,0
M0003981,U00082,2026-02-03T10:10:39+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,1
M0003980,U00082,2026-02-03T10:45:45+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,1
M0003998,U00082,2026-02-06T09:59:42+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,4
M0004003,U00082,2026-02-06T17:20:09+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,4
M0003962,U00082,2026-02-08T13:10:52+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,6
M0004026,U00082,2026-02-10T14:35:18+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,14,1
M0003995,U00082,2026-02-11T10:43:38+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,2
M0004006,U00082,2026-02-11T14:49:49+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,2
M0003970,U00082,2026-02-12T15:56:12+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,3
M0004018,U00082,2026-02-13T16:18:37+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,4
M0003972,U00082,2026-02-16T11:29:53+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,11,0
M0003990,U00082,2026-02-16T16:27:37+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,0
M0003991,U00082,2026-02-17T12:51:20+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,1
M0004023,U00082,2026-02-17T13:25:03+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,1
M0003988,U00082,2026-02-18T14:32:34+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,2
M0004021,U00082,2026-02-19T17:46:21+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,3
M0004008,U00082,2026-02-20T10:36:26+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,4
M0003968,U00082,2026-02-20T13:34:20+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,4
M0003999,U00082,2026-02-21T14:19:09+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,5
M0004016,U00082,2026-02-21T16:36:57+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,5
M0003992,U00082,2026-02-26T11:22:26+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,3
M0004025,U00082,2026-02-26T12:36:15+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,12,3
M0004027,U00082,2026-02-27T13:53:44+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,4
M0003961,U00082,2026-02-27T14:24:21+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,4
M0003973,U00082,2026-02-28T18:35:48+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,18,5
M0003965,U00082,2026-03-01T15:15:21+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,6
M0004001,U00082,2026-03-01T15:22:15+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,15,6
M0003966,U00082,2026-03-05T12:38:32+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,3
M0003989,U00082,2026-03-06T10:46:05+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,10,4
M0003974,U00082,2026-03-06T12:18:20+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,12,4
M0004017,U00082,2026-03-08T11:24:08+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,6
M0003975,U00082,2026-03-08T11:28:32+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,6
M0003963,U00082,2026-03-09T12:38:10+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,0
M0004015,U00082,2026-03-10T13:58:34+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,1
M0003971,U00082,2026-03-10T15:30:05+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,1
M0004024,U00082,2026-03-11T13:26:40+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,2
M0003978,U00082,2026-03-13T08:47:46+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,8,4
M0003997,U00082,2026-03-14T09:37:23+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,9,5
M0004022,U00082,2026-03-14T21:35:33+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,21,5
M0004002,U00082,2026-03-15T09:31:50+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,6
M0003982,U00082,2026-03-16T05:23:38+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,5,0
M0003996,U00082,2026-03-17T17:51:08+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,1
M0003979,U00082,2026-03-18T12:01:47+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,2
M0003964,U00082,2026-03-20T16:20:49+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,16,4
M0004007,U00082,2026-03-20T19:25:11+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,19,4
M0004014,U00082,2026-03-24T17:44:47+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,1
M0004011,U00082,2026-03-25T12:31:14+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,2
M0004000,U00082,2026-03-26T12:22:20+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,3
M0004005,U00082,2026-03-27T16:37:59+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,4
M0003993,U00082,2026-03-30T13:09:57+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,0
M0003969,U00082,2026-03-31T15:22:57+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,15,1
M0003977,U00082,2026-03-31T15:37:52+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,1
M0004030,U00083,2026-01-05T09:09:42+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,9,0
M0004035,U00083,2026-01-14T16:21:57+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,16,2
M0004029,U00083,2026-01-16T10:33:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,4
M0004028,U00083,2026-01-20T12:22:52+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,1
M0004036,U00083,2026-01-20T13:01:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,1
M0004045,U00083,2026-01-23T13:43:13+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,13,4
M0004049,U00083,2026-01-24T13:00:41+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,5
M0004037,U00083,2026-01-25T13:30:35+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,6
M0004033,U00083,2026-01-29T10:52:44+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,10,3
M0004038,U00083,2026-01-31T18:09:40+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,18,5
M0004048,U00083,2026-02-02T11:19:33+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,0
M0004034,U00083,2026-02-03T13:55:54+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,1
M0004041,U00083,2026-02-17T18:48:57+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,18,1
M0004040,U00083,2026-02-19T15:53:00+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,3
M0004047,U00083,2026-02-20T09:19:25+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,4
M0004050,U00083,2026-02-20T10:59:21+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,4
M0004039,U00083,2026-02-21T14:50:24+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,5
M0004042,U00083,2026-02-21T21:51:05+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,21,5
M0004051,U00083,2026-02-24T14:11:16+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,1
M0004046,U00083,2026-02-27T15:40:53+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,4
M0004044,U00083,2026-03-06T15:04:14+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,4
M0004031,U00083,2026-03-15T10:20:27+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,6
M0004043,U00083,2026-03-20T16:31:24+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,16,4
M0004032,U00083,2026-03-31T15:59:46+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,1
M0004121,U00084,2026-01-01T11:27:59+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,11,3
M0004118,U00084,2026-01-03T08:45:20+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,8,5
M0004114,U00084,2026-01-03T09:35:07+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,5
M0004108,U00084,2026-01-06T10:27:27+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,1
M0004072,U00084,2026-01-06T10:58:42+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,1
M0004088,U00084,2026-01-06T15:03:12+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,15,1
M0004079,U00084,2026-01-06T15:06:15+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,1
M0004093,U00084,2026-01-07T12:41:03+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,2
M0004078,U00084,2026-01-07T19:38:08+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,19,2
M0004056,U00084,2026-01-08T13:22:38+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,3
M0004120,U00084,2026-01-09T07:14:43+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,7,4
M0010688,U00084,2026-01-10T01:18:22+01:00,SMS,Bank-Security,Unusual activity detected. Verify now: https://bank-secure-check.example,1,1,5
M0010689,U00084,2026-01-10T01:29:22+01:00,SMS,Bank Alerts,Your one-time code is 340470. Do not share this code with anyone.,0,1,5
M0010690,U00084,2026-01-10T01:38:22+01:00,SMS,Bank Alerts,"New device sign-in detected. If this wasn't you, change your password immediately.",0,1,5
M0004117,U00084,2026-01-10T06:40:54+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,6,5
M0004100,U00084,2026-01-13T13:53:18+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,13,1
M0004087,U00084,2026-01-14T10:53:56+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,2
M0004054,U00084,2026-01-16T16:14:49+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,4
M0004077,U00084,2026-01-17T11:17:11+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,5
M0004107,U00084,2026-01-17T17:26:06+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,5
M0004081,U00084,2026-01-18T11:51:14+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,6
M0004076,U00084,2026-01-18T16:48:59+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,6
M0004083,U00084,2026-01-19T11:00:55+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,11,0
M0004119,U00084,2026-01-20T13:13:35+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,1
M0004096,U00084,2026-01-22T12:09:48+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,3
M0004089,U00084,2026-01-24T10:20:03+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,10,5
M0004086,U00084,2026-01-27T16:19:21+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,16,1
M0004111,U00084,2026-01-28T13:53:55+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,2
M0004055,U00084,2026-01-30T07:13:18+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,7,4
M0004059,U00084,2026-01-30T10:42:10+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,4
M0004101,U00084,2026-02-05T12:29:12+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,3
M0004122,U00084,2026-02-06T07:01:23+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,7,4
M0004065,U00084,2026-02-06T12:33:22+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,12,4
M0004105,U00084,2026-02-06T13:19:41+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,13,4
M0004102,U00084,2026-02-06T14:49:36+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,4
M0004090,U00084,2026-02-06T15:51:03+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,4
M0004057,U00084,2026-02-06T17:01:54+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,4
M0004097,U00084,2026-02-11T16:05:31+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,2
M0004085,U00084,2026-02-12T14:25:09+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,14,3
M0004103,U00084,2026-02-15T14:37:36+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,6
M0004053,U00084,2026-02-15T15:51:53+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,15,6
M0004075,U00084,2026-02-16T23:29:58+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,23,0
M0004091,U00084,2026-02-17T21:16:53+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,21,1
M0004061,U00084,2026-02-19T12:05:38+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,3
M0004098,U00084,2026-02-20T14:40:27+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,14,4
M0004095,U00084,2026-02-21T15:51:29+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,5
M0004052,U00084,2026-02-24T14:46:44+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,1
M0004115,U00084,2026-02-26T08:13:17+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,8,3
M0004092,U00084,2026-02-26T12:36:19+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,3
M0004060,U00084,2026-02-28T10:54:00+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,5
M0004116,U00084,2026-03-01T15:05:53+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,15,6
M0004074,U00084,2026-03-02T07:47:48+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,7,0
M0004071,U00084,2026-03-03T15:35:09+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,1
M0004106,U00084,2026-03-04T16:01:09+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,16,2
M0004069,U00084,2026-03-04T16:49:28+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,2
M0004062,U00084,2026-03-04T17:22:16+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,17,2
M0004099,U00084,2026-03-06T19:05:25+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,19,4
M0004068,U00084,2026-03-07T17:12:44+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,5
M0004110,U00084,2026-03-08T16:30:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,6
M0004067,U00084,2026-03-09T10:29:47+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,0
M0004066,U00084,2026-03-10T11:38:28+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,1
M0004112,U00084,2026-03-13T13:57:19+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,4
M0004058,U00084,2026-03-14T11:44:48+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,11,5
M0004104,U00084,2026-03-16T13:50:16+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,0
M0004094,U00084,2026-03-17T16:51:59+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,1
